Time_stamp,green_car_x,green_car_y,green_car_reward,red_car_x,red_car_y,red_car_reward,white_car_x,white_car_y,white_car_reward,green_car_decision,red_car_decision,white_car_decision,Simulation
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,,,,,,,,,,,,,48
1,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,Go,Go,Go,49
2,1.0,2.0,0.0,2.0,2.0,-2.0,1.0,3.0,0.0,Lane,Go,Go,49
3,2.0,2.0,-3.0,2.0,3.0,-2.0,1.0,4.0,-2.0,Go,Go,Go,49
4,2.0,3.0,-3.0,2.0,4.0,-2.0,1.0,5.0,-4.0,Go,Go,Go,49
5,2.0,4.0,-3.0,2.0,5.0,-2.0,1.0,6.0,-6.0,Go,Lane,Go,49
6,2.0,5.0,-5.0,1.0,5.0,-5.0,1.0,7.0,-6.0,Go,Go,Go,49
7,2.0,6.0,-7.0,1.0,6.0,-5.0,1.0,8.0,-6.0,Go,Go,Go,49
8,2.0,7.0,-9.0,1.0,7.0,-5.0,1.0,9.0,-6.0,Go,Go,,49
9,2.0,8.0,-11.0,1.0,8.0,-7.0,,,,Go,Go,,49
10,2.0,9.0,-13.0,1.0,9.0,-9.0,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,,,,,,,,,,,,,49
1,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,Go,Go,Go,50
2,1.0,2.0,0.0,2.0,2.0,-2.0,1.0,3.0,0.0,Lane,Go,Go,50
3,2.0,2.0,-3.0,2.0,3.0,-2.0,1.0,4.0,-2.0,Go,Go,Go,50
4,2.0,3.0,-3.0,2.0,4.0,-2.0,1.0,5.0,-4.0,Go,Go,Go,50
5,2.0,4.0,-3.0,2.0,5.0,-2.0,1.0,6.0,-6.0,Go,Lane,Go,50
6,2.0,5.0,-5.0,1.0,5.0,-5.0,1.0,7.0,-6.0,Go,Go,Go,50
7,2.0,6.0,-7.0,1.0,6.0,-5.0,1.0,8.0,-6.0,Go,Go,Go,50
8,2.0,7.0,-9.0,1.0,7.0,-5.0,1.0,9.0,-6.0,Go,Go,,50
9,2.0,8.0,-11.0,1.0,8.0,-7.0,,,,Go,Go,,50
10,2.0,9.0,-13.0,1.0,9.0,-9.0,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
1,,,,,,,,,,,,,50
